a_id,q_id,predict_label,truth_label,c_ref_1,c_ref_2,p_ref_1,p_ref_2,p_ref_3,i_ref_1,i_ref_2,max_sim,close_ref
R_ukoLhTpZAz7aeIx_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9981509447097778,0.9987152814865112,0.9987152814865112,0.8407990336418152,0.8407990336418152,0.9987152814865112,p_ref_2
R_ukoLhTpZAz7aeIx_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9979208707809448,0.9981305003166199,0.9981305003166199,0.9985222220420837,0.9984180927276611,0.9985222220420837,i_ref_1
R_UawbgkpZaqjua8F_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8215746283531189,0.8239351511001587,0.8239351511001587,0.9728308916091919,0.9390473961830139,0.9728308916091919,i_ref_1
R_UawbgkpZaqjua8F_q3_a,q3_a,0.0,0.0,3.190601273672655e-05,3.178597035002895e-05,0.8704784512519836,0.9937840700149536,0.9937840700149536,3.160125561407767e-05,3.160125561407767e-05,0.9937840700149536,p_ref_2
R_UawbgkpZaqjua8F_q2_a,q2_a,1.0,1.0,0.0,0.0,0.9990466833114624,0.8635411262512207,0.8635411262512207,0.8364698886871338,0.8502629995346069,0.9990466833114624,p_ref_1
R_tDv5TATKVcF84lb_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8179857730865479,0.820583164691925,0.820583164691925,0.9743887782096863,0.941986620426178,0.9743887782096863,i_ref_1
R_tDv5TATKVcF84lb_q4_a,q4_a,0.0,0.0,0.00013124784163665026,0.0,0.8227433562278748,0.8190132975578308,0.8190132975578308,0.9949721097946167,0.9949721097946167,0.9949721097946167,i_ref_1
R_tDv5TATKVcF84lb_q3_b,q3_b,0.0,0.0,0.0,0.0,0.9811546802520752,0.9782212972640991,0.9782212972640991,0.0,0.0,0.9811546802520752,p_ref_1
R_tDv5TATKVcF84lb_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8681001663208008,0.9954113960266113,0.9954113960266113,0.0,0.0,0.9954113960266113,p_ref_2
R_tDv5TATKVcF84lb_q2_a,q2_a,0.0,0.0,0.0,0.0,0.7955054044723511,0.9899196028709412,0.9899196028709412,0.9952317476272583,0.9929636120796204,0.9952317476272583,i_ref_1
R_p0F9tEDSzE8p5Id_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8770732283592224,0.879056453704834,0.879056453704834,0.9903990030288696,0.9688937067985535,0.9903990030288696,i_ref_1
R_p0F9tEDSzE8p5Id_q4_a,q4_a,0.0,0.0,0.00016486005915794522,0.0,0.8242577910423279,0.8209050297737122,0.8209050297737122,0.9949508905410767,0.9949508905410767,0.9949508905410767,i_ref_1
R_p0F9tEDSzE8p5Id_q3_b,q3_b,0.0,0.0,0.0,0.0,0.9977860450744629,0.9933947920799255,0.9933947920799255,0.0,0.0,0.9977860450744629,p_ref_1
R_p0F9tEDSzE8p5Id_q3_a,q3_a,0.0,1.0,2.1565734087403143e-08,2.317928604611552e-08,0.7570119500160217,0.9915347695350647,0.9915347695350647,1.5178249768155183e-08,1.5178249768155183e-08,0.9915347695350647,p_ref_2
R_p0F9tEDSzE8p5Id_q2_b,q2_b,0.0,0.0,0.0,0.0,0.9165663719177246,0.9178208708763123,0.9178208708763123,0.9246147274971008,0.9238404035568237,0.9246147274971008,i_ref_1
R_p0F9tEDSzE8p5Id_q2_a,q2_a,0.0,0.0,0.0,0.0,0.793307900428772,0.9893778562545776,0.9893778562545776,0.9946982860565186,0.9923917055130005,0.9946982860565186,i_ref_1
R_OjJj1pshs75HNkd_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8079776167869568,0.8104418516159058,0.8104418516159058,0.9685270190238953,0.9336915612220764,0.9685270190238953,i_ref_1
R_OjJj1pshs75HNkd_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9984097480773926,0.9989299774169922,0.9989299774169922,0.8510509729385376,0.8510509729385376,0.9989299774169922,p_ref_2
R_OjJj1pshs75HNkd_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8747860789299011,0.9938325881958008,0.9938325881958008,0.0,0.0,0.9938325881958008,p_ref_2
R_OjJj1pshs75HNkd_q2_b,q2_b,0.0,0.0,0.0,0.0,0.9072423577308655,0.9085664749145508,0.9085664749145508,0.9151191115379333,0.914209246635437,0.9151191115379333,i_ref_1
R_OjJj1pshs75HNkd_q2_a,q2_a,0.0,0.0,0.0,0.0,0.8014417290687561,0.9896225929260254,0.9896225929260254,0.9949452877044678,0.9926841259002686,0.9949452877044678,i_ref_1
R_OHDpXXS48HwjgsN_q4_a,q4_a,2.0,2.0,0.9884048700332642,0.998889684677124,0.0,0.0,0.0,0.0,0.0,0.998889684677124,c_ref_2
R_OHDpXXS48HwjgsN_q3_b,q3_b,2.0,2.0,0.9985232353210449,0.9985349178314209,0.0,4.875701051787473e-06,4.875701051787473e-06,0.998488187789917,0.9984914064407349,0.9985349178314209,c_ref_2
R_OHDpXXS48HwjgsN_q3_a,q3_a,2.0,2.0,0.9982659220695496,0.9982848167419434,0.0,0.0,0.0,0.9980944991111755,0.9980944991111755,0.9982848167419434,c_ref_2
R_OHDpXXS48HwjgsN_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9993808269500732,0.9993510842323303,0.9993510842323303,0.9984541535377502,0.9985142946243286,0.9993808269500732,p_ref_1
R_OHDpXXS48HwjgsN_q2_a,q2_a,2.0,2.0,0.9993613958358765,0.999066948890686,0.0,0.0,0.0,0.0,0.0,0.9993613958358765,c_ref_1
R_Oa1GILZ0zjG3P6p_q4_b,q4_b,1.0,1.0,0.0,0.0,0.9994500875473022,0.9992850422859192,0.9992850422859192,0.9258756041526794,0.9630798697471619,0.9994500875473022,p_ref_1
R_Oa1GILZ0zjG3P6p_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9983679056167603,0.9988863468170166,0.9988863468170166,0.8450044393539429,0.8450044393539429,0.9988863468170166,p_ref_2
R_Oa1GILZ0zjG3P6p_q3_b,q3_b,0.0,0.0,5.3781977982225726e-08,0.0,0.9817270636558533,0.9791982173919678,0.9791982173919678,0.0,0.0,0.9817270636558533,p_ref_1
R_Oa1GILZ0zjG3P6p_q3_a,q3_a,0.0,1.0,0.0,0.0,0.760815441608429,0.9897592067718506,0.9897592067718506,0.0,0.0,0.9897592067718506,p_ref_2
R_ddrhTTch6jHAifD_q4_b,q4_b,1.0,1.0,0.0,0.0,0.9992689490318298,0.9993183016777039,0.9993183016777039,0.9350143074989319,0.9703359603881836,0.9993183016777039,p_ref_2
R_ddrhTTch6jHAifD_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9982355833053589,0.9988270998001099,0.9988270998001099,0.8439236283302307,0.8439236283302307,0.9988270998001099,p_ref_2
R_ddrhTTch6jHAifD_q2_b,q2_b,1.0,1.0,0.03254643455147743,0.03267839178442955,0.9892390966415405,0.9887400269508362,0.9887400269508362,0.9851782321929932,0.9854146838188171,0.9892390966415405,p_ref_1
R_bp83rI9vQaU0DRz_q4_b,q4_b,0.0,0.0,0.0,0.0,0.7895362973213196,0.791946530342102,0.791946530342102,0.9559723734855652,0.9145950675010681,0.9559723734855652,i_ref_1
R_bp83rI9vQaU0DRz_q4_a,q4_a,0.0,0.0,0.00014760730846319348,0.0,0.8270513415336609,0.8237941265106201,0.8237941265106201,0.995317816734314,0.995317816734314,0.995317816734314,i_ref_1
R_bp83rI9vQaU0DRz_q3_b,q3_b,0.0,0.0,0.0,0.0,0.9977974891662598,0.993058443069458,0.993058443069458,0.0,0.0,0.9977974891662598,p_ref_1
R_bp83rI9vQaU0DRz_q3_a,q3_a,0.0,0.0,0.00039668919635005295,0.00039558124262839556,0.8737629652023315,0.9906269907951355,0.9906269907951355,0.00039277199539355934,0.00039277199539355934,0.9906269907951355,p_ref_2
R_bp83rI9vQaU0DRz_q2_a,q2_a,2.0,2.0,0.9991137981414795,0.9986786842346191,0.0,0.0,0.0,0.0,0.0,0.9991137981414795,c_ref_1
R_8iVkPUHhGaqYupX_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8061240315437317,0.8085395097732544,0.8085395097732544,0.967943549156189,0.931678295135498,0.967943549156189,i_ref_1
R_8iVkPUHhGaqYupX_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9982086420059204,0.9987486600875854,0.9987486600875854,0.8407590389251709,0.8407590389251709,0.9987486600875854,p_ref_2
R_8iVkPUHhGaqYupX_q2_b,q2_b,0.0,0.0,0.0,0.0,0.9618725180625916,0.9627569913864136,0.9627569913864136,0.9672350883483887,0.966604471206665,0.9672350883483887,i_ref_1
R_8iVkPUHhGaqYupX_q2_a,q2_a,0.0,0.0,0.0,0.0,0.7936491966247559,0.9901798367500305,0.9901798367500305,0.9951988458633423,0.9930620193481445,0.9951988458633423,i_ref_1
R_6xSJ8Wj51zLBgsh_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8076584935188293,0.8100828528404236,0.8100828528404236,0.9664095044136047,0.9301006197929382,0.9664095044136047,i_ref_1
R_6xSJ8Wj51zLBgsh_q4_a,q4_a,0.0,0.0,0.0001382515620207414,0.0,0.8378652930259705,0.8343411684036255,0.8343411684036255,0.9964296221733093,0.9964296221733093,0.9964296221733093,i_ref_1
R_6xSJ8Wj51zLBgsh_q3_b,q3_b,0.0,0.0,9.33344999793917e-05,9.338806557934731e-05,0.9901838898658752,0.9883046746253967,0.9883046746253967,9.354466601507738e-05,9.288874571211636e-05,0.9901838898658752,p_ref_1
R_6xSJ8Wj51zLBgsh_q2_b,q2_b,0.0,0.0,0.0,0.0,0.7926517724990845,0.7943877577781677,0.7943877577781677,0.8037371039390564,0.8027729392051697,0.8037371039390564,i_ref_1
R_6xSJ8Wj51zLBgsh_q2_a,q2_a,0.0,0.0,0.0,0.0,0.7962833046913147,0.9904623031616211,0.9904623031616211,0.99537593126297,0.9932497143745422,0.99537593126297,i_ref_1
R_6u0AG0QLZtjNc1v_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9980836510658264,0.9986817240715027,0.9986817240715027,0.8424125909805298,0.8424125909805298,0.9986817240715027,p_ref_2
R_6u0AG0QLZtjNc1v_q3_b,q3_b,0.0,0.0,0.0,0.0,0.9894469380378723,0.9873769283294678,0.9873769283294678,0.0,0.0,0.9894469380378723,p_ref_1
R_6u0AG0QLZtjNc1v_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8246363997459412,0.998368501663208,0.998368501663208,0.0,0.0,0.998368501663208,p_ref_2
R_6u0AG0QLZtjNc1v_q2_b,q2_b,1.0,1.0,0.0,0.0,0.999491810798645,0.9994326233863831,0.9994326233863831,0.9983592629432678,0.9984502196311951,0.999491810798645,p_ref_1
R_6RktEQMK2li2kVP_q4_b,q4_b,1.0,1.0,0.0,0.0,0.9994016885757446,0.9993459582328796,0.9993459582328796,0.9245589375495911,0.9615890383720398,0.9994016885757446,p_ref_1
R_6RktEQMK2li2kVP_q4_a,q4_a,2.0,1.0,0.9839791655540466,0.9973804354667664,0.012071131728589535,0.012067425064742565,0.012067425064742565,0.010733183473348618,0.010733183473348618,0.9973804354667664,c_ref_2
R_6RktEQMK2li2kVP_q3_b,q3_b,2.0,2.0,0.9983266592025757,0.9983471035957336,0.0,7.334490419452777e-07,7.334490419452777e-07,0.9982993006706238,0.9983049631118774,0.9983471035957336,c_ref_2
R_6RktEQMK2li2kVP_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9994655847549438,0.9994188547134399,0.9994188547134399,0.9983774423599243,0.9984652400016785,0.9994655847549438,p_ref_1
R_6qZ3b2sexiJuOvn_q4_b,q4_b,0.0,0.0,0.0,0.0,0.841529905796051,0.8437249660491943,0.8437249660491943,0.9794270992279053,0.9490522146224976,0.9794270992279053,i_ref_1
R_6qZ3b2sexiJuOvn_q4_a,q4_a,0.0,0.0,0.0001323462784057483,0.0,0.831617534160614,0.8282684087753296,0.8282684087753296,0.9959229230880737,0.9959229230880737,0.9959229230880737,i_ref_1
R_6qZ3b2sexiJuOvn_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8310522437095642,0.9983985424041748,0.9983985424041748,0.0,0.0,0.9983985424041748,p_ref_2
R_6qZ3b2sexiJuOvn_q2_b,q2_b,0.0,0.0,0.0,0.0,0.8227126002311707,0.8244149088859558,0.8244149088859558,0.8333974480628967,0.832414984703064,0.8333974480628967,i_ref_1
R_6qZ3b2sexiJuOvn_q2_a,q2_a,0.0,0.0,0.0,0.0,0.794413149356842,0.9873286485671997,0.9873286485671997,0.9936517477035522,0.9909147024154663,0.9936517477035522,i_ref_1
R_5sRfaZdvPUL8RmF_q4_b,q4_b,0.0,0.0,0.0,0.0,0.7767658233642578,0.7794064879417419,0.7794064879417419,0.9544316530227661,0.9138612747192383,0.9544316530227661,i_ref_1
R_5sRfaZdvPUL8RmF_q4_a,q4_a,0.0,0.0,0.00012423674343153834,0.0,0.8274136185646057,0.8241283297538757,0.8241283297538757,0.9954873919487,0.9954873919487,0.9954873919487,i_ref_1
R_5sRfaZdvPUL8RmF_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8351629972457886,0.9981710910797119,0.9981710910797119,0.0,0.0,0.9981710910797119,p_ref_2
R_5sRfaZdvPUL8RmF_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9990953803062439,0.9991776347160339,0.9991776347160339,0.9988822340965271,0.9988656640052795,0.9991776347160339,p_ref_2
R_5sRfaZdvPUL8RmF_q2_a,q2_a,1.0,1.0,0.0,0.0,0.9883712530136108,0.9075199365615845,0.9075199365615845,0.8842519521713257,0.8961827754974365,0.9883712530136108,p_ref_1
R_54rp3Ziy4Qot1xX_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9983622431755066,0.9988725781440735,0.9988725781440735,0.8486927151679993,0.8486927151679993,0.9988725781440735,p_ref_2
R_54rp3Ziy4Qot1xX_q3_b,q3_b,2.0,2.0,0.9986101984977722,0.9986107349395752,0.0,0.0,0.0,0.998569130897522,0.9985687732696533,0.9986107349395752,c_ref_2
R_54rp3Ziy4Qot1xX_q3_a,q3_a,0.0,2.0,7.603755136642576e-08,1.1422770995750398e-07,0.7504639625549316,0.9880141019821167,0.9880141019821167,0.0,0.0,0.9880141019821167,p_ref_2
R_54rp3Ziy4Qot1xX_q2_b,q2_b,1.0,1.0,0.0,0.0,0.999172568321228,0.9992433190345764,0.9992433190345764,0.9988747835159302,0.9988453984260559,0.9992433190345764,p_ref_2
R_54rp3Ziy4Qot1xX_q2_a,q2_a,0.0,0.0,0.0,0.0,0.7961316108703613,0.9894595742225647,0.9894595742225647,0.9948945045471191,0.992549479007721,0.9948945045471191,i_ref_1
R_4HoW8YibuRh1TVL_q4_a,q4_a,1.0,0.0,1.9388089640415274e-06,0.0,0.9987571835517883,0.9988643527030945,0.9988643527030945,0.8495973348617554,0.8495973348617554,0.9988643527030945,p_ref_2
R_4HoW8YibuRh1TVL_q3_a,q3_a,0.0,2.0,0.0,0.0,0.7654711008071899,0.99245285987854,0.99245285987854,0.0,0.0,0.99245285987854,p_ref_2
R_4HoW8YibuRh1TVL_q2_a,q2_a,0.0,0.0,0.0,0.0,0.9355636835098267,0.9764615893363953,0.9764615893363953,0.9639691114425659,0.9705697298049927,0.9764615893363953,p_ref_2
R_3t3zXXa9AqP3uLz_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8109393119812012,0.8131654262542725,0.8131654262542725,0.9654464721679688,0.9264591932296753,0.9654464721679688,i_ref_1
R_3t3zXXa9AqP3uLz_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9981303811073303,0.9987136125564575,0.9987136125564575,0.8409429788589478,0.8409429788589478,0.9987136125564575,p_ref_2
R_3t3zXXa9AqP3uLz_q3_b,q3_b,0.0,0.0,0.0,0.0,0.9891970157623291,0.98741215467453,0.98741215467453,0.0,0.0,0.9891970157623291,p_ref_1
R_3t3zXXa9AqP3uLz_q3_a,q3_a,0.0,0.0,0.0,0.0,0.8292538523674011,0.9983130693435669,0.9983130693435669,0.0,0.0,0.9983130693435669,p_ref_2
R_3t3zXXa9AqP3uLz_q2_a,q2_a,0.0,0.0,0.0,0.0,0.7971791625022888,0.9892564415931702,0.9892564415931702,0.9948039054870605,0.9923666715621948,0.9948039054870605,i_ref_1
R_3suHzxtuLtxpssL_q4_b,q4_b,0.0,0.0,0.0,0.0,0.8142292499542236,0.8164322376251221,0.8164322376251221,0.9681466817855835,0.931502640247345,0.9681466817855835,i_ref_1
R_3suHzxtuLtxpssL_q4_a,q4_a,1.0,1.0,1.4925724372005789e-06,0.0,0.998445451259613,0.9989153742790222,0.9989153742790222,0.8410793542861938,0.8410793542861938,0.9989153742790222,p_ref_2
R_3suHzxtuLtxpssL_q3_b,q3_b,2.0,0.0,0.9917930960655212,0.9918746948242188,0.05535116046667099,0.05656299740076065,0.05656299740076065,0.9917696118354797,0.9917809963226318,0.9918746948242188,c_ref_2
