a_id,q_id,predict_label,truth_label,c_ref_1,c_ref_2,p_ref_1,p_ref_2,p_ref_3,i_ref_1,i_ref_2,max_sim,close_ref
R_3rUlCptV9w2bxNi_q4_a,q4_a,0.0,0.0,0.0003843141021206975,0.0003565273655112833,0.6739886403083801,0.6548581719398499,0.6548581719398499,0.9097541570663452,0.9097541570663452,0.9097541570663452,i_ref_1
R_3rUlCptV9w2bxNi_q3_a,q3_a,0.0,0.0,1.5307108697015792e-05,1.5206746866169851e-05,0.756266176700592,0.9260470867156982,0.9260470867156982,0.39236366748809814,0.39236366748809814,0.9260470867156982,p_ref_2
R_3rUlCptV9w2bxNi_q2_b,q2_b,0.0,0.0,0.0004630086477845907,0.0004621004918590188,0.593967080116272,0.5958371758460999,0.5958371758460999,0.5786623954772949,0.5870450735092163,0.5958371758460999,p_ref_2
R_3rUlCptV9w2bxNi_q2_a,q2_a,0.0,0.0,0.000468527025077492,0.0004895697347819805,0.6728280186653137,0.661604106426239,0.661604106426239,0.7261128425598145,0.6981935501098633,0.7261128425598145,i_ref_1
R_2CKzQuDyhpMFVvh_q4_b,q4_b,0.0,0.0,0.0003607460530474782,0.00035541641409508884,0.6132822632789612,0.6081987619400024,0.6081987619400024,0.6038386225700378,0.7852093577384949,0.7852093577384949,i_ref_2
R_2CKzQuDyhpMFVvh_q4_a,q4_a,0.0,0.0,0.0002846276038326323,0.00025827065110206604,0.6705815196037292,0.6504455208778381,0.6504455208778381,0.8995503783226013,0.8995503783226013,0.8995503783226013,i_ref_1
R_2CKzQuDyhpMFVvh_q3_b,q3_b,2.0,2.0,0.998737633228302,0.9987459182739258,0.0,0.0001154569981736131,0.0001154569981736131,0.9987608790397644,0.9987502098083496,0.9987608790397644,i_ref_1
R_2CKzQuDyhpMFVvh_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9987847208976746,0.9989440441131592,0.9989440441131592,0.9966638684272766,0.998077392578125,0.9989440441131592,p_ref_2
R_2CKzQuDyhpMFVvh_q2_a,q2_a,2.0,2.0,0.9978033304214478,0.9976930022239685,0.0,0.0,0.0,0.0,0.0,0.9978033304214478,c_ref_1
R_29iHnKZygd9oy3a_q4_b,q4_b,1.0,1.0,0.0,0.0,0.9995076060295105,0.9994369745254517,0.9994369745254517,0.9991288781166077,0.954565167427063,0.9995076060295105,p_ref_1
R_29iHnKZygd9oy3a_q3_a,q3_a,0.0,0.0,0.00020273450354579836,0.00020269339438527822,0.8761075735092163,0.9833891987800598,0.9833891987800598,0.5368961691856384,0.5368961691856384,0.9833891987800598,p_ref_2
R_29iHnKZygd9oy3a_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9994080662727356,0.9994510412216187,0.9994510412216187,0.99784916639328,0.9989833831787109,0.9994510412216187,p_ref_2
R_29iHnKZygd9oy3a_q2_a,q2_a,0.0,0.0,0.000269987212959677,0.0002974299422930926,0.6712796688079834,0.6634098291397095,0.6634098291397095,0.7212792038917542,0.6965649724006653,0.7212792038917542,i_ref_1
R_0re2W60sd5rUIcp_q4_b,q4_b,1.0,0.0,0.0,0.0,0.954708993434906,0.9525936841964722,0.9525936841964722,0.9506760835647583,0.9891527891159058,0.9891527891159058,i_ref_2
R_0re2W60sd5rUIcp_q3_b,q3_b,0.0,0.0,9.469431824982166e-05,9.794967627385631e-05,0.9876311421394348,0.9826006889343262,0.9826006889343262,9.570542169967666e-05,9.689211583463475e-05,0.9876311421394348,p_ref_1
R_0re2W60sd5rUIcp_q3_a,q3_a,0.0,0.0,1.6269237676169723e-05,1.6276419046334922e-05,0.8476659059524536,0.9720708727836609,0.9720708727836609,0.4944852888584137,0.4944852888584137,0.9720708727836609,p_ref_2
R_XjgpcIgxPLOlhBL_q4_b,q4_b,0.0,0.0,0.00036955595714971423,0.000364501349395141,0.677234947681427,0.6725514531135559,0.6725514531135559,0.6685263514518738,0.8413079380989075,0.8413079380989075,i_ref_2
R_XjgpcIgxPLOlhBL_q4_a,q4_a,1.0,1.0,0.0,0.0,0.998382031917572,0.9991762638092041,0.9991762638092041,0.9117031097412109,0.9117031097412109,0.9991762638092041,p_ref_2
R_XjgpcIgxPLOlhBL_q3_b,q3_b,0.0,1.0,0.0009805174777284265,0.0009749794844537973,0.9889119863510132,0.9884660840034485,0.9884660840034485,0.0009815794182941318,0.0009817994432523847,0.9889119863510132,p_ref_1
R_XjgpcIgxPLOlhBL_q3_a,q3_a,0.0,0.0,3.540655234246515e-05,3.5152308555552736e-05,0.8112542629241943,0.9578012824058533,0.9578012824058533,0.4568592309951782,0.4568592309951782,0.9578012824058533,p_ref_2
R_XjgpcIgxPLOlhBL_q2_b,q2_b,0.0,0.0,0.0005458666710183024,0.0005442577530629933,0.6301120519638062,0.6318394541740417,0.6318394541740417,0.6159043312072754,0.6238285303115845,0.6318394541740417,p_ref_2
R_XjgpcIgxPLOlhBL_q2_a,q2_a,0.0,0.0,0.0002698473399505019,0.0003179573395755142,0.703559935092926,0.691129744052887,0.691129744052887,0.7588006854057312,0.7303332090377808,0.7588006854057312,i_ref_1
R_Wl0o7lKycaTnYZj_q4_b,q4_b,0.0,0.0,0.00041088429861702025,0.00040525151416659355,0.6750001907348633,0.6703184247016907,0.6703184247016907,0.6663838624954224,0.8279035687446594,0.8279035687446594,i_ref_2
R_Wl0o7lKycaTnYZj_q4_a,q4_a,0.0,0.0,0.00026192027144134045,0.00021811737678945065,0.7523765563964844,0.7339643836021423,0.7339643836021423,0.9496349096298218,0.9496349096298218,0.9496349096298218,i_ref_1
R_Wl0o7lKycaTnYZj_q3_b,q3_b,0.0,0.0,6.541413313243538e-05,6.680204387521371e-05,0.9921948909759521,0.9888419508934021,0.9888419508934021,6.64185281493701e-05,6.673933967249468e-05,0.9921948909759521,p_ref_1
R_Wl0o7lKycaTnYZj_q3_a,q3_a,0.0,0.0,8.185682418115903e-06,8.135444659274071e-06,0.7952116131782532,0.9492331147193909,0.9492331147193909,0.42551755905151367,0.42551755905151367,0.9492331147193909,p_ref_2
R_Wl0o7lKycaTnYZj_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9993865489959717,0.9994030594825745,0.9994030594825745,0.9979360699653625,0.999008297920227,0.9994030594825745,p_ref_2
R_Wl0o7lKycaTnYZj_q2_a,q2_a,0.0,0.0,0.00010558169014984742,0.0001432221761206165,0.8166391253471375,0.8083699941635132,0.8083699941635132,0.8593152165412903,0.8384138345718384,0.8593152165412903,i_ref_1
R_W8qdkKit0alV2mt_q4_b,q4_b,0.0,0.0,0.0003873339155688882,0.0003888455976266414,0.6263942718505859,0.6213477849960327,0.6213477849960327,0.6170968413352966,0.7920839786529541,0.7920839786529541,i_ref_2
R_W8qdkKit0alV2mt_q3_b,q3_b,0.0,2.0,0.00026688299840316176,0.0002646839420776814,0.9921108484268188,0.9899364709854126,0.9899364709854126,0.0002668881497811526,0.00026746763614937663,0.9921108484268188,p_ref_1
R_W8qdkKit0alV2mt_q3_a,q3_a,0.0,0.0,1.598828748683445e-05,1.5861207430134527e-05,0.7812026143074036,0.9415882229804993,0.9415882229804993,0.4311099946498871,0.4311099946498871,0.9415882229804993,p_ref_2
R_W8qdkKit0alV2mt_q2_a,q2_a,0.0,0.0,0.00034424386103637516,0.0003462081076577306,0.6984478235244751,0.6863961815834045,0.6863961815834045,0.7538724541664124,0.7257161736488342,0.7538724541664124,i_ref_1
R_vVR0LmpnPTIdilH_q4_a,q4_a,0.0,0.0,0.0002496381348464638,0.0002179717121180147,0.6869285106658936,0.667546272277832,0.667546272277832,0.9219015836715698,0.9219015836715698,0.9219015836715698,i_ref_1
R_vVR0LmpnPTIdilH_q3_b,q3_b,0.0,2.0,5.0995018682442605e-05,5.1968570915050805e-05,0.9928394556045532,0.9899848699569702,0.9899848699569702,5.178263381822035e-05,5.190661977394484e-05,0.9928394556045532,p_ref_1
R_vVR0LmpnPTIdilH_q3_a,q3_a,0.0,1.0,1.6563169992878102e-05,1.6566700651310384e-05,0.8460341095924377,0.9745348691940308,0.9745348691940308,0.4587055444717407,0.4587055444717407,0.9745348691940308,p_ref_2
R_vVR0LmpnPTIdilH_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9994292855262756,0.9993899464607239,0.9993899464607239,0.9980509877204895,0.9991585612297058,0.9994292855262756,p_ref_1
R_UYAIIF6Gu2SIJhL_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9972778558731079,0.9992720484733582,0.9992720484733582,0.8857315182685852,0.8857315182685852,0.9992720484733582,p_ref_2
R_UYAIIF6Gu2SIJhL_q3_a,q3_a,0.0,0.0,6.545049018313875e-06,6.5053841353801545e-06,0.8416931629180908,0.9697228074073792,0.9697228074073792,0.4838527739048004,0.4838527739048004,0.9697228074073792,p_ref_2
R_UYAIIF6Gu2SIJhL_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9993674159049988,0.9994080066680908,0.9994080066680908,0.997448205947876,0.9988584518432617,0.9994080066680908,p_ref_2
R_UYAIIF6Gu2SIJhL_q2_a,q2_a,2.0,1.0,0.9976353645324707,0.9971246123313904,0.0,0.0,0.0,0.0,0.0,0.9976353645324707,c_ref_1
R_uqUAXjrV59T1J6h_q4_a,q4_a,0.0,0.0,0.0004537089844234288,0.0004100941587239504,0.6655864119529724,0.6459437012672424,0.6459437012672424,0.9041165113449097,0.9041165113449097,0.9041165113449097,i_ref_1
R_uqUAXjrV59T1J6h_q3_b,q3_b,0.0,0.0,7.938365888549015e-05,8.053424971876666e-05,0.9907653331756592,0.9860763549804688,0.9860763549804688,8.085077570285648e-05,8.072327182162553e-05,0.9907653331756592,p_ref_1
R_uqUAXjrV59T1J6h_q3_a,q3_a,0.0,0.0,1.2541336218419019e-05,1.243787664861884e-05,0.7731482982635498,0.937613308429718,0.937613308429718,0.41688379645347595,0.41688379645347595,0.937613308429718,p_ref_2
R_ukoLhTpZAz7aeIx_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9976449608802795,0.9993484020233154,0.9993484020233154,0.8963199257850647,0.8963199257850647,0.9993484020233154,p_ref_2
R_ukoLhTpZAz7aeIx_q2_b,q2_b,1.0,1.0,0.0,0.0,0.999402642250061,0.9994224309921265,0.9994224309921265,0.9980570673942566,0.9990324974060059,0.9994224309921265,p_ref_2
R_UawbgkpZaqjua8F_q4_b,q4_b,0.0,0.0,0.0003999731852672994,0.00039347115671262145,0.6711245179176331,0.6665995121002197,0.6665995121002197,0.6627236604690552,0.8437812924385071,0.8437812924385071,i_ref_2
R_UawbgkpZaqjua8F_q3_a,q3_a,0.0,0.0,4.64670047222171e-05,4.611719123204239e-05,0.847504198551178,0.9733471870422363,0.9733471870422363,0.48336261510849,0.48336261510849,0.9733471870422363,p_ref_2
R_UawbgkpZaqjua8F_q2_a,q2_a,1.0,1.0,0.0,0.0,0.9947812557220459,0.9956323504447937,0.9956323504447937,0.9832517504692078,0.9892953634262085,0.9956323504447937,p_ref_2
R_tDv5TATKVcF84lb_q4_b,q4_b,0.0,0.0,0.00039999393629841506,0.0003982218913733959,0.6338326930999756,0.6287453174591064,0.6287453174591064,0.6245166063308716,0.8201417922973633,0.8201417922973633,i_ref_2
R_tDv5TATKVcF84lb_q4_a,q4_a,0.0,0.0,0.0007109486032277346,0.000632782350294292,0.6497710943222046,0.6297059655189514,0.6297059655189514,0.8910836577415466,0.8910836577415466,0.8910836577415466,i_ref_1
R_tDv5TATKVcF84lb_q3_b,q3_b,0.0,0.0,4.386837827041745e-05,4.4367909140419215e-05,0.9912468194961548,0.9872562289237976,0.9872562289237976,4.380516111268662e-05,4.466406608116813e-05,0.9912468194961548,p_ref_1
R_tDv5TATKVcF84lb_q3_a,q3_a,0.0,0.0,3.428962008911185e-05,3.402316360734403e-05,0.8121946454048157,0.9591487050056458,0.9591487050056458,0.43124470114707947,0.43124470114707947,0.9591487050056458,p_ref_2
R_tDv5TATKVcF84lb_q2_a,q2_a,0.0,0.0,0.0003465718764346093,0.00036953212111257017,0.6717580556869507,0.6597214341163635,0.6597214341163635,0.7254762053489685,0.6979104280471802,0.7254762053489685,i_ref_1
R_p0F9tEDSzE8p5Id_q4_b,q4_b,0.0,0.0,0.0003091589023824781,0.000298512342851609,0.6951331496238708,0.6905782222747803,0.6905782222747803,0.6866896152496338,0.8517917990684509,0.8517917990684509,i_ref_2
R_p0F9tEDSzE8p5Id_q4_a,q4_a,0.0,0.0,0.00043447260395623744,0.0004052152798976749,0.6701484322547913,0.6516979336738586,0.6516979336738586,0.9040576815605164,0.9040576815605164,0.9040576815605164,i_ref_1
R_p0F9tEDSzE8p5Id_q3_b,q3_b,0.0,0.0,7.556680793641135e-05,7.598032243549824e-05,0.9904314279556274,0.9850906729698181,0.9850906729698181,7.672512583667412e-05,7.616644143126905e-05,0.9904314279556274,p_ref_1
R_p0F9tEDSzE8p5Id_q3_a,q3_a,0.0,1.0,0.053544431924819946,0.05345042794942856,0.9606744647026062,0.969631552696228,0.969631552696228,0.6720559597015381,0.6720559597015381,0.969631552696228,p_ref_2
R_p0F9tEDSzE8p5Id_q2_b,q2_b,0.0,0.0,0.0004302113375160843,0.0004290842916816473,0.6562271118164062,0.657957911491394,0.657957911491394,0.6410189867019653,0.6496620774269104,0.657957911491394,p_ref_2
R_p0F9tEDSzE8p5Id_q2_a,q2_a,0.0,0.0,0.0005103579023852944,0.0005340383504517376,0.6767488718032837,0.6641533374786377,0.6641533374786377,0.7329967617988586,0.7040455937385559,0.7329967617988586,i_ref_1
R_OjJj1pshs75HNkd_q4_b,q4_b,0.0,0.0,0.00045463908463716507,0.00045236852020025253,0.6420609354972839,0.6371562480926514,0.6371562480926514,0.6329086422920227,0.8095462918281555,0.8095462918281555,i_ref_2
R_OjJj1pshs75HNkd_q4_a,q4_a,1.0,1.0,0.0,0.0,0.997513473033905,0.9993083477020264,0.9993083477020264,0.891774594783783,0.891774594783783,0.9993083477020264,p_ref_2
R_OjJj1pshs75HNkd_q3_a,q3_a,0.0,0.0,1.9001299733645283e-05,1.8843706129700877e-05,0.7993062734603882,0.9521566033363342,0.9521566033363342,0.4510648250579834,0.4510648250579834,0.9521566033363342,p_ref_2
R_OjJj1pshs75HNkd_q2_b,q2_b,1.0,0.0,0.0,0.0,0.9890456199645996,0.9894269108772278,0.9894269108772278,0.9840905070304871,0.987121045589447,0.9894269108772278,p_ref_2
R_OjJj1pshs75HNkd_q2_a,q2_a,0.0,0.0,0.0001769636437529698,0.0002239547757199034,0.6950778365135193,0.685543954372406,0.685543954372406,0.7457107901573181,0.7205303311347961,0.7457107901573181,i_ref_1
R_OHDpXXS48HwjgsN_q4_a,q4_a,2.0,2.0,0.997442364692688,0.998591959476471,0.0,0.0,0.0,3.301326432847418e-05,3.301326432847418e-05,0.998591959476471,c_ref_2
R_OHDpXXS48HwjgsN_q3_b,q3_b,2.0,2.0,0.9986625909805298,0.9986738562583923,0.0,0.0,0.0,0.9986724257469177,0.9986720085144043,0.9986738562583923,c_ref_2
R_OHDpXXS48HwjgsN_q3_a,q3_a,2.0,2.0,0.9938284158706665,0.9937599897384644,0.10739389806985855,0.015318527817726135,0.015318527817726135,0.6180753111839294,0.6180753111839294,0.9938284158706665,c_ref_1
R_OHDpXXS48HwjgsN_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9994348287582397,0.9994455575942993,0.9994455575942993,0.9979071021080017,0.9990677237510681,0.9994455575942993,p_ref_2
R_OHDpXXS48HwjgsN_q2_a,q2_a,2.0,2.0,0.9977188110351562,0.9982428550720215,0.0,0.0,0.0,0.0,0.0,0.9982428550720215,c_ref_2
R_Oa1GILZ0zjG3P6p_q4_b,q4_b,1.0,1.0,0.0,0.0,0.9995707869529724,0.9994940757751465,0.9994940757751465,0.9991909861564636,0.963326632976532,0.9995707869529724,p_ref_1
R_Oa1GILZ0zjG3P6p_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9979054927825928,0.9993820190429688,0.9993820190429688,0.902244508266449,0.902244508266449,0.9993820190429688,p_ref_2
R_Oa1GILZ0zjG3P6p_q3_b,q3_b,0.0,0.0,0.0007843161001801491,0.0007796807331033051,0.9886668920516968,0.9875897765159607,0.9875897765159607,0.0007869597757235169,0.0007855570293031633,0.9886668920516968,p_ref_1
R_Oa1GILZ0zjG3P6p_q3_a,q3_a,0.0,1.0,0.031063387170433998,0.031009886413812637,0.9470956921577454,0.984172523021698,0.984172523021698,0.6343860030174255,0.6343860030174255,0.984172523021698,p_ref_2
R_ddrhTTch6jHAifD_q4_b,q4_b,1.0,1.0,0.0,0.0,0.9995996952056885,0.9995005130767822,0.9995005130767822,0.9991709589958191,0.9569912552833557,0.9995996952056885,p_ref_1
R_ddrhTTch6jHAifD_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9974356293678284,0.999327540397644,0.999327540397644,0.8929656744003296,0.8929656744003296,0.999327540397644,p_ref_2
R_ddrhTTch6jHAifD_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9994382858276367,0.9994326829910278,0.9994326829910278,0.9979777932167053,0.9991123080253601,0.9994382858276367,p_ref_1
R_bp83rI9vQaU0DRz_q4_b,q4_b,0.0,0.0,0.0003972247941419482,0.00039807026041671634,0.6161110401153564,0.6109001040458679,0.6109001040458679,0.6065689325332642,0.7905125021934509,0.7905125021934509,i_ref_2
R_bp83rI9vQaU0DRz_q4_a,q4_a,0.0,0.0,0.0002301354252267629,0.0002038094971794635,0.6816050410270691,0.6621823310852051,0.6621823310852051,0.912588357925415,0.912588357925415,0.912588357925415,i_ref_1
R_bp83rI9vQaU0DRz_q3_b,q3_b,0.0,0.0,9.303481056122109e-05,9.614603186491877e-05,0.9898284077644348,0.9853440523147583,0.9853440523147583,9.368398605147377e-05,9.543640044284984e-05,0.9898284077644348,p_ref_1
R_bp83rI9vQaU0DRz_q3_a,q3_a,0.0,0.0,4.697720942203887e-05,4.662674109567888e-05,0.8311154842376709,0.9678922891616821,0.9678922891616821,0.45218104124069214,0.45218104124069214,0.9678922891616821,p_ref_2
R_bp83rI9vQaU0DRz_q2_a,q2_a,2.0,2.0,0.9942028522491455,0.9927659630775452,0.02752024121582508,0.027233155444264412,0.027233155444264412,0.02662832662463188,0.02686329185962677,0.9942028522491455,c_ref_1
R_8iVkPUHhGaqYupX_q4_b,q4_b,0.0,0.0,0.0004000704502686858,0.00039283052319660783,0.6690172553062439,0.6643239259719849,0.6643239259719849,0.6603598594665527,0.8253872990608215,0.8253872990608215,i_ref_2
R_8iVkPUHhGaqYupX_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9979601502418518,0.9993720054626465,0.9993720054626465,0.9004461169242859,0.9004461169242859,0.9993720054626465,p_ref_2
R_8iVkPUHhGaqYupX_q2_b,q2_b,1.0,0.0,0.0,0.0,0.9765526652336121,0.9770366549491882,0.9770366549491882,0.9706146717071533,0.9740713834762573,0.9770366549491882,p_ref_2
R_8iVkPUHhGaqYupX_q2_a,q2_a,0.0,0.0,0.0002832556492649019,0.0003071588580496609,0.6776047945022583,0.6653038263320923,0.6653038263320923,0.730027973651886,0.7029991745948792,0.730027973651886,i_ref_1
R_6xSJ8Wj51zLBgsh_q4_b,q4_b,0.0,0.0,0.00035150221083313227,0.0003511051763780415,0.6234680414199829,0.6185809969902039,0.6185809969902039,0.6143205165863037,0.8016306757926941,0.8016306757926941,i_ref_2
R_6xSJ8Wj51zLBgsh_q4_a,q4_a,0.0,0.0,0.00023585610324516892,0.00021075164841022342,0.6662830114364624,0.6462449431419373,0.6462449431419373,0.9045194387435913,0.9045194387435913,0.9045194387435913,i_ref_1
R_6xSJ8Wj51zLBgsh_q3_b,q3_b,0.0,0.0,0.0006938787992112339,0.0006900968146510422,0.990513026714325,0.9900768995285034,0.9900768995285034,0.0006958068115636706,0.00069537473609671,0.990513026714325,p_ref_1
R_6xSJ8Wj51zLBgsh_q2_b,q2_b,0.0,0.0,0.0004807400400750339,0.0004800828464794904,0.635662317276001,0.6374942660331726,0.6374942660331726,0.6211997270584106,0.6292433738708496,0.6374942660331726,p_ref_2
R_6xSJ8Wj51zLBgsh_q2_a,q2_a,0.0,0.0,1.7578538972884417e-05,2.7046802642871626e-05,0.9224694967269897,0.9143137335777283,0.9143137335777283,0.9514204859733582,0.9370786547660828,0.9514204859733582,i_ref_1
R_6u0AG0QLZtjNc1v_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9978381395339966,0.9993898272514343,0.9993898272514343,0.901659369468689,0.901659369468689,0.9993898272514343,p_ref_2
R_6u0AG0QLZtjNc1v_q3_b,q3_b,0.0,0.0,9.060054435394704e-05,9.18789955903776e-05,0.9918758869171143,0.9883798360824585,0.9883798360824585,9.244404645869508e-05,9.206997492583469e-05,0.9918758869171143,p_ref_1
R_6u0AG0QLZtjNc1v_q3_a,q3_a,0.0,0.0,6.650864634138998e-06,6.607396699109813e-06,0.8383491635322571,0.9699656367301941,0.9699656367301941,0.47512540221214294,0.47512540221214294,0.9699656367301941,p_ref_2
R_6u0AG0QLZtjNc1v_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9994257092475891,0.9994633197784424,0.9994633197784424,0.9977071285247803,0.9989944696426392,0.9994633197784424,p_ref_2
R_6RktEQMK2li2kVP_q4_b,q4_b,1.0,1.0,0.0,0.0,0.9995141625404358,0.9994772672653198,0.9994772672653198,0.9992069005966187,0.9493803381919861,0.9995141625404358,p_ref_1
R_6RktEQMK2li2kVP_q4_a,q4_a,2.0,1.0,0.9979103803634644,0.9986681342124939,0.0,0.0,0.0,1.8905380784417503e-05,1.8905380784417503e-05,0.9986681342124939,c_ref_2
R_6RktEQMK2li2kVP_q3_b,q3_b,2.0,2.0,0.9987462162971497,0.9987577199935913,7.141325681914168e-07,7.0873525146453176e-06,7.0873525146453176e-06,0.9987627267837524,0.9987537264823914,0.9987627267837524,i_ref_1
R_6RktEQMK2li2kVP_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9993937611579895,0.9993925094604492,0.9993925094604492,0.998185396194458,0.9991076588630676,0.9993937611579895,p_ref_1
R_6qZ3b2sexiJuOvn_q4_b,q4_b,0.0,0.0,0.0003753903438337147,0.0003666893462650478,0.6993163824081421,0.6950311064720154,0.6950311064720154,0.6912922263145447,0.8564760684967041,0.8564760684967041,i_ref_2
R_6qZ3b2sexiJuOvn_q4_a,q4_a,0.0,0.0,0.00032925294362939894,0.0002958019031211734,0.6661195158958435,0.6459608674049377,0.6459608674049377,0.9096790552139282,0.9096790552139282,0.9096790552139282,i_ref_1
R_6qZ3b2sexiJuOvn_q3_a,q3_a,0.0,0.0,3.195650060661137e-05,3.175051824655384e-05,0.8346569538116455,0.9691311717033386,0.9691311717033386,0.46444612741470337,0.46444612741470337,0.9691311717033386,p_ref_2
R_6qZ3b2sexiJuOvn_q2_b,q2_b,0.0,0.0,0.00048655644059181213,0.0004854690923821181,0.6546700596809387,0.6563320159912109,0.6563320159912109,0.6402305364608765,0.6483888030052185,0.6563320159912109,p_ref_2
R_6qZ3b2sexiJuOvn_q2_a,q2_a,0.0,0.0,0.0002658258890733123,0.0002966063329949975,0.7011328339576721,0.6891294717788696,0.6891294717788696,0.7519403696060181,0.7255883812904358,0.7519403696060181,i_ref_1
R_5sRfaZdvPUL8RmF_q4_b,q4_b,0.0,0.0,0.0003609683190006763,0.00035947715514339507,0.6249750256538391,0.6198146343231201,0.6198146343231201,0.6155148148536682,0.7921515107154846,0.7921515107154846,i_ref_2
R_5sRfaZdvPUL8RmF_q4_a,q4_a,0.0,0.0,0.0005066719022579491,0.0004545235715340823,0.7134890556335449,0.6953079700469971,0.6953079700469971,0.9312364459037781,0.9312364459037781,0.9312364459037781,i_ref_1
R_5sRfaZdvPUL8RmF_q3_a,q3_a,0.0,0.0,3.82106336473953e-05,3.79274133592844e-05,0.7795833945274353,0.9434933066368103,0.9434933066368103,0.41928762197494507,0.41928762197494507,0.9434933066368103,p_ref_2
R_5sRfaZdvPUL8RmF_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9994204640388489,0.9994579553604126,0.9994579553604126,0.9977632164955139,0.998993992805481,0.9994579553604126,p_ref_2
R_5sRfaZdvPUL8RmF_q2_a,q2_a,1.0,1.0,0.0,0.0,0.9980963468551636,0.9985615015029907,0.9985615015029907,0.9907747507095337,0.9951069951057434,0.9985615015029907,p_ref_2
R_54rp3Ziy4Qot1xX_q4_a,q4_a,1.0,1.0,0.0,0.0,0.9965497851371765,0.9989126920700073,0.9989126920700073,0.8865328431129456,0.8865328431129456,0.9989126920700073,p_ref_2
R_54rp3Ziy4Qot1xX_q3_b,q3_b,2.0,2.0,0.9984757900238037,0.9984709620475769,0.0,0.00016240157128777355,0.00016240157128777355,0.9985050559043884,0.9984738826751709,0.9985050559043884,i_ref_1
R_54rp3Ziy4Qot1xX_q3_a,q3_a,2.0,2.0,0.9936127662658691,0.9935421943664551,0.12950092554092407,0.019008247181773186,0.019008247181773186,0.681856632232666,0.681856632232666,0.9936127662658691,c_ref_1
R_54rp3Ziy4Qot1xX_q2_b,q2_b,1.0,1.0,0.0,0.0,0.9993369579315186,0.9993021488189697,0.9993021488189697,0.9978851079940796,0.9990282654762268,0.9993369579315186,p_ref_1
R_54rp3Ziy4Qot1xX_q2_a,q2_a,0.0,0.0,0.00020045939891133457,0.00023036592756398022,0.6957133412361145,0.6840652227401733,0.6840652227401733,0.7494603991508484,0.721655547618866,0.7494603991508484,i_ref_1
